months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
256,42,860497,1992-04-10,IL,500/1000,1000.0,1286.44,0,460564,FEMALE,1286.44,transport-moving,bungie-jumping,wife,0.0,-39500,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,NO,75500.0,75500.0,75500.0,52850,Nissan,Ultima,1998,N,Middle Aged,Long-Term Client,21.333333333333332,27444.053333333333,-48055.94666666667
274,46,351741,1997-02-03,OH,500/1000,1000.0,1372.18,0,439929,MALE,1372.18,exec-managerial,bungie-jumping,not-in-family,0.0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,3,NO,1,3,NO,90600.0,90600.0,90600.0,60400,BMW,X5,2009,N,Middle Aged,Long-Term Client,22.833333333333332,31331.443333333336,-59268.556666666664
275,45,403737,1991-12-06,IN,500/1000,2000.0,1447.77,0,605756,FEMALE,1447.77,adm-clerical,camping,wife,39400.0,-63900,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,NO,64320.0,64320.0,64320.0,48240,Accura,MDX,1998,N,Middle Aged,Long-Term Client,22.916666666666668,33178.0625,-31141.9375
1,33,162004,1995-09-19,IL,250/500,500.0,903.32,0,451184,FEMALE,903.32,transport-moving,yachting,not-in-family,0.0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,YES,1,0,NO,31700.0,31700.0,31700.0,22190,Toyota,Highlander,2006,N,Middle Aged,New Client,0.08333333333333333,75.27666666666667,-31624.72333333333
85,30,740384,1993-10-29,IN,500/1000,1000.0,1454.42,0,459588,MALE,1454.42,protective-serv,reading,other-relative,51600.0,-73900,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,74280.0,74280.0,74280.0,49520,Suburu,Forrestor,2006,Y,Young Adult,Established Client,7.083333333333333,10302.141666666666,-63977.85833333334
233,37,876714,1991-11-03,IL,100/300,2000.0,1603.42,0,616637,FEMALE,1603.42,sales,video-games,wife,61600.0,-30200,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520.0,80520.0,80520.0,60390,Toyota,Corolla,2005,N,Middle Aged,Long-Term Client,19.416666666666668,31133.071666666667,-49386.92833333333
142,30,951543,2002-07-09,IN,250/500,2000.0,1616.58,0,447979,MALE,1616.58,adm-clerical,polo,husband,58500.0,-46800,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,63600.0,63600.0,63600.0,44520,Dodge,RAM,2010,N,Young Adult,Established Client,11.833333333333334,19129.53,-44470.47
266,44,576723,1999-12-07,IL,250/500,500.0,1611.83,0,460176,MALE,1611.83,handlers-cleaners,movies,husband,0.0,0,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,YES,1,2,YES,32800.0,32800.0,32800.0,26240,BMW,3 Series,2012,N,Middle Aged,Long-Term Client,22.166666666666668,35728.89833333333,2928.898333333331
350,50,391003,2005-07-01,OH,500/1000,500.0,889.13,0,459429,FEMALE,889.13,priv-house-serv,board-games,other-relative,0.0,0,2015-02-26,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,44190.0,44190.0,44190.0,29460,Audi,A3,2015,N,Middle Aged,Long-Term Client,29.166666666666668,25932.958333333332,-18257.041666666668
97,26,225865,1991-11-04,IL,250/500,1000.0,1252.08,0,465456,MALE,1252.08,exec-managerial,sleeping,not-in-family,0.0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400.0,50400.0,50400.0,35280,Honda,CRV,2000,Y,Young Adult,Established Client,8.083333333333334,10120.98,-40279.020000000004
399,55,984948,1993-04-14,IL,500/1000,2000.0,995.56,0,464665,MALE,995.56,tech-support,sleeping,not-in-family,0.0,-65400,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,88400.0,88400.0,88400.0,61880,Nissan,Pathfinder,2010,N,Middle Aged,Long-Term Client,33.25,33102.369999999995,-55297.630000000005
305,49,890328,2009-08-23,IL,100/300,2000.0,1347.92,0,430853,FEMALE,1347.92,farming-fishing,bungie-jumping,own-child,0.0,-42100,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,NO,66550.0,66550.0,66550.0,48400,Volkswagen,Jetta,2003,N,Middle Aged,Long-Term Client,25.416666666666668,34259.63333333333,-32290.36666666667
276,47,803294,1993-06-18,IN,100/300,1000.0,1724.09,0,615712,MALE,1724.09,craft-repair,yachting,own-child,0.0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,NO,65780.0,65780.0,65780.0,47840,Chevrolet,Tahoe,2014,N,Middle Aged,Long-Term Client,23.0,39654.06999999999,-26125.930000000008
257,40,414913,2012-07-17,IN,250/500,500.0,1379.93,0,608228,MALE,1379.93,armed-forces,base-jumping,husband,0.0,0,2015-02-01,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,YES,0,2,YES,51810.0,51810.0,51810.0,37680,Audi,A3,2002,Y,Middle Aged,Long-Term Client,21.416666666666668,29553.500833333335,-22256.499166666665
78,31,414519,1999-01-25,IN,250/500,1000.0,1554.64,4000000,457535,MALE,1554.64,protective-serv,board-games,own-child,0.0,-27900,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,55660.0,55660.0,55660.0,40480,Honda,CRV,2009,Y,Middle Aged,Established Client,6.5,10105.16,-45554.84
129,28,818413,1990-02-23,OH,500/1000,1000.0,1377.94,0,442540,MALE,1377.94,machine-op-inspct,base-jumping,not-in-family,0.0,0,2015-02-21,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,YES,2,3,NO,44640.0,44640.0,44640.0,29760,Toyota,Camry,2005,N,Young Adult,Established Client,10.75,14812.855,-29827.145
283,46,487356,2000-08-30,IL,500/1000,2000.0,1313.33,0,455332,FEMALE,1313.33,transport-moving,reading,husband,53500.0,-73600,2015-01-09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,YES,1,3,NO,77660.0,77660.0,77660.0,56480,Nissan,Maxima,2004,Y,Middle Aged,Long-Term Client,23.583333333333332,30972.699166666665,-46687.300833333335
85,25,159768,2008-09-03,IN,250/500,500.0,1259.02,0,439534,FEMALE,1259.02,tech-support,base-jumping,unmarried,67000.0,-53600,2015-02-16,Parked Car,?,Trivial Damage,None,SC,Northbend,7529 Solo Ridge,8,1,NO,2,2,NO,5640.0,5640.0,5640.0,3760,Nissan,Ultima,2005,N,Young Adult,Established Client,7.083333333333333,8918.058333333334,3278.0583333333343
101,26,865839,1991-08-02,IL,500/1000,1000.0,1371.88,0,462420,FEMALE,1371.88,prof-specialty,reading,husband,0.0,0,2015-02-04,Parked Car,?,Trivial Damage,None,VA,Arlington,8096 Apache Hwy,4,1,YES,2,2,NO,3190.0,3190.0,3190.0,2030,Suburu,Legacy,1995,N,Young Adult,Established Client,8.416666666666666,11546.656666666668,8356.656666666668
96,30,406567,2001-09-25,OH,100/300,500.0,1399.27,6000000,448913,MALE,1399.27,prof-specialty,hiking,wife,38900.0,-48700,2015-02-24,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,YES,0,0,YES,53440.0,53440.0,53440.0,46760,Ford,Escape,2004,N,Young Adult,Established Client,8.0,11194.16,-42245.84
121,31,623032,2007-03-11,IL,500/1000,1000.0,1061.98,6000000,440837,FEMALE,1061.98,armed-forces,camping,unmarried,0.0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250.0,65250.0,65250.0,50750,BMW,3 Series,2002,N,Middle Aged,Established Client,10.083333333333334,10708.298333333334,-54541.70166666667
176,39,935442,2010-11-20,OH,250/500,500.0,1365.46,4000000,466634,MALE,1365.46,armed-forces,sleeping,unmarried,0.0,-56600,2015-02-05,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,44280.0,44280.0,44280.0,34440,Chevrolet,Silverado,2008,N,Middle Aged,Long-Term Client,14.666666666666666,20026.74666666667,-24253.25333333333
159,37,106873,1998-08-28,IL,500/1000,1000.0,894.4,0,446435,MALE,894.4,tech-support,camping,wife,0.0,-53700,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,70290.0,70290.0,70290.0,54670,Dodge,RAM,1999,N,Middle Aged,Long-Term Client,13.25,11850.8,-58439.2
120,30,563878,2002-07-16,IN,250/500,500.0,956.69,0,438237,FEMALE,956.69,priv-house-serv,movies,husband,39600.0,-64300,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,YES,1,1,YES,87100.0,87100.0,87100.0,69680,Saab,92x,2000,N,Young Adult,Established Client,10.0,9566.900000000001,-77533.1
212,35,620855,1990-04-29,IN,500/1000,2000.0,1123.89,0,468313,MALE,1123.89,priv-house-serv,video-games,unmarried,35400.0,-49200,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,YES,1,3,NO,50380.0,50380.0,50380.0,41220,Suburu,Forrestor,1996,N,Middle Aged,Long-Term Client,17.666666666666668,19855.390000000003,-30524.609999999997
290,45,583169,1998-02-01,IL,100/300,500.0,1085.03,0,476303,FEMALE,1085.03,sales,cross-fit,wife,0.0,-61000,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,64800.0,64800.0,64800.0,45360,Audi,A3,2014,Y,Middle Aged,Long-Term Client,24.166666666666668,26221.558333333334,-38578.441666666666
299,42,337677,2008-07-20,OH,100/300,2000.0,1437.33,0,450339,FEMALE,1437.33,craft-repair,movies,wife,25000.0,0,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,70400.0,70400.0,70400.0,44800,BMW,3 Series,2000,N,Middle Aged,Long-Term Client,24.916666666666668,35813.472499999996,-34586.527500000004
66,26,445973,1998-11-13,IL,250/500,1000.0,988.29,0,476502,MALE,988.29,armed-forces,skydiving,own-child,0.0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,YES,2,2,YES,57860.0,57860.0,57860.0,47340,Suburu,Impreza,2008,Y,Young Adult,Established Client,5.5,5435.595,-52424.405
334,47,156694,2001-05-24,IL,500/1000,500.0,1238.89,0,600561,MALE,1238.89,protective-serv,sleeping,other-relative,0.0,0,2015-01-31,Vehicle Theft,?,Minor Damage,None,WV,Northbend,9154 MLK Hwy,3,1,YES,0,3,NO,6240.0,6240.0,6240.0,4320,Ford,Fusion,2011,N,Middle Aged,Long-Term Client,27.833333333333332,34482.43833333334,28242.43833333334
216,38,421940,2014-06-03,IN,100/300,1000.0,1384.64,5000000,600754,FEMALE,1384.64,tech-support,board-games,unmarried,0.0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,YES,2,3,NO,66600.0,66600.0,66600.0,38850,Jeep,Grand Cherokee,2012,Y,Middle Aged,Long-Term Client,18.0,24923.52,-41676.479999999996
86,28,613226,1991-08-22,IN,100/300,2000.0,1595.07,0,439304,MALE,1595.07,transport-moving,hiking,unmarried,75800.0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920.0,70920.0,70920.0,47280,Jeep,Wrangler,2002,N,Young Adult,Established Client,7.166666666666667,11431.335,-59488.665
429,56,804410,1998-12-12,OH,250/500,1000.0,1127.89,6000000,460722,MALE,1127.89,machine-op-inspct,skydiving,own-child,67400.0,-43800,2015-01-28,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480.0,39480.0,39480.0,26320,Suburu,Forrestor,2002,N,Elderly,Long-Term Client,35.75,40322.067500000005,842.0675000000047
257,43,553565,1999-02-18,IN,500/1000,2000.0,929.7,6000000,618632,FEMALE,929.7,handlers-cleaners,base-jumping,husband,46400.0,-74300,2015-01-14,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,YES,2,2,YES,63240.0,63240.0,63240.0,47430,Mercedes,E400,2005,N,Middle Aged,Long-Term Client,21.416666666666668,19911.075,-43328.925
15,34,399524,1997-10-30,IL,100/300,1000.0,1829.63,0,452204,MALE,1829.63,tech-support,cross-fit,not-in-family,56700.0,0,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,NO,67650.0,67650.0,67650.0,49200,Audi,A5,2009,N,Middle Aged,New Client,1.25,2287.0375,-65362.9625
230,39,331595,1999-11-29,IL,100/300,1000.0,904.7,7000000,454530,FEMALE,904.7,craft-repair,bungie-jumping,unmarried,68600.0,-22300,2015-02-17,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,YES,1,3,NO,74200.0,74200.0,74200.0,44520,Accura,TL,2002,Y,Middle Aged,Long-Term Client,19.166666666666668,17340.083333333332,-56859.91666666667
250,43,380067,2013-07-07,OH,500/1000,1000.0,1243.84,0,474848,FEMALE,1243.84,tech-support,polo,own-child,47900.0,-73400,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,1,YES,1,3,NO,64900.0,64900.0,64900.0,38940,Volkswagen,Jetta,2011,N,Middle Aged,Long-Term Client,20.833333333333332,25913.333333333332,-38986.66666666667
270,44,701521,2003-07-05,IL,500/1000,2000.0,1030.95,0,435985,FEMALE,1030.95,machine-op-inspct,paintball,other-relative,47200.0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,3,YES,1,0,NO,35900.0,35900.0,35900.0,25130,Audi,A3,2007,Y,Middle Aged,Long-Term Client,22.5,23196.375000000004,-12703.624999999996
65,26,360770,2005-09-21,IN,100/300,500.0,1285.03,3000000,457942,FEMALE,1285.03,craft-repair,camping,unmarried,0.0,-41500,2015-02-03,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,NO,1,3,NO,52200.0,52200.0,52200.0,36540,Honda,CRV,2011,N,Young Adult,Established Client,5.416666666666667,6960.579166666666,-45239.42083333334
475,57,958785,1995-02-18,OH,100/300,500.0,1216.56,0,436522,MALE,1216.56,adm-clerical,skydiving,own-child,67400.0,-83200,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,YES,0,2,NO,78000.0,78000.0,78000.0,58500,Suburu,Forrestor,2000,N,Elderly,Long-Term Client,39.583333333333336,48155.5,-29844.5
77,27,797934,1999-04-07,IN,500/1000,2000.0,966.26,0,471704,FEMALE,966.26,adm-clerical,base-jumping,own-child,56400.0,-32800,2015-02-06,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,NO,67200.0,67200.0,67200.0,53760,Volkswagen,Passat,1995,N,Young Adult,Established Client,6.416666666666667,6200.168333333333,-60999.831666666665
256,43,883980,2014-12-13,OH,100/300,500.0,1203.17,0,455810,FEMALE,1203.17,prof-specialty,golf,unmarried,56700.0,-65600,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,NO,63250.0,63250.0,63250.0,46000,Nissan,Ultima,1997,N,Middle Aged,Long-Term Client,21.333333333333332,25667.626666666667,-37582.37333333334
229,37,340614,1997-06-01,IL,250/500,2000.0,1212.12,0,446544,FEMALE,1212.12,craft-repair,paintball,not-in-family,65600.0,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,1,YES,68760.0,68760.0,68760.0,51570,Ford,Fusion,1995,N,Middle Aged,Long-Term Client,19.083333333333332,23131.289999999997,-45628.71000000001
110,28,435784,2013-07-13,OH,250/500,1000.0,1573.93,0,461919,MALE,1573.93,other-service,movies,other-relative,30400.0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,YES,0,2,NO,65040.0,65040.0,65040.0,43360,Suburu,Impreza,2010,N,Young Adult,Established Client,9.166666666666666,14427.691666666666,-50612.308333333334
177,33,563837,2002-12-30,IL,100/300,1000.0,1609.67,0,470128,MALE,1609.67,adm-clerical,yachting,wife,0.0,-13200,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,YES,1,3,NO,82800.0,82800.0,82800.0,48300,Jeep,Grand Cherokee,2004,Y,Middle Aged,Long-Term Client,14.75,23742.632500000003,-59057.36749999999
292,44,200827,1997-02-28,OH,500/1000,500.0,1097.57,0,462836,MALE,1097.57,priv-house-serv,basketball,unmarried,0.0,0,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,61700.0,61700.0,61700.0,49360,Saab,93,2005,N,Middle Aged,Long-Term Client,24.333333333333332,26707.536666666663,-34992.46333333333
451,61,533941,1998-06-18,IN,250/500,2000.0,1618.65,2000000,475407,FEMALE,1618.65,transport-moving,polo,unmarried,0.0,-42600,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,78100.0,78100.0,78100.0,54670,Chevrolet,Tahoe,1997,Y,Elderly,Long-Term Client,37.583333333333336,60834.262500000004,-17265.737499999996
61,24,265026,1996-02-08,IN,100/300,500.0,922.67,0,473611,FEMALE,922.67,priv-house-serv,paintball,other-relative,47400.0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,NO,65520.0,65520.0,65520.0,46800,Toyota,Highlander,2011,Y,Young Adult,Established Client,5.083333333333333,4690.239166666667,-60829.760833333334
150,30,354481,2004-11-17,IN,100/300,1000.0,1342.02,0,608425,MALE,1342.02,prof-specialty,polo,own-child,0.0,0,2015-02-28,Parked Car,?,Trivial Damage,None,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,4500.0,4500.0,4500.0,3600,Saab,93,1999,N,Young Adult,Established Client,12.5,16775.25,12275.25
283,41,566720,2012-10-25,OH,100/300,500.0,1195.01,0,476227,FEMALE,1195.01,sales,reading,own-child,60700.0,-54300,2015-01-08,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,NO,0,2,NO,42700.0,42700.0,42700.0,36600,Mercedes,ML350,2011,Y,Middle Aged,Long-Term Client,23.583333333333332,28182.319166666664,-14517.680833333336
291,46,832746,2006-04-13,OH,500/1000,1000.0,994.74,0,452701,FEMALE,994.74,adm-clerical,polo,own-child,0.0,-55300,2015-01-25,Parked Car,?,Minor Damage,Police,SC,Hillsdale,1919 4th Lane,8,1,NO,2,2,YES,5580.0,5580.0,5580.0,4340,Volkswagen,Passat,2005,Y,Middle Aged,Long-Term Client,24.25,24122.445,18542.445
162,31,386690,2006-02-21,IN,100/300,1000.0,1050.24,0,456789,FEMALE,1050.24,adm-clerical,chess,wife,30700.0,0,2015-02-26,Parked Car,?,Minor Damage,None,NC,Arlington,5480 3rd Ridge,7,1,YES,0,0,NO,3600.0,3600.0,3600.0,2520,BMW,X5,2013,Y,Middle Aged,Long-Term Client,13.5,14178.24,10578.24
154,36,979285,2003-12-17,IL,250/500,2000.0,1313.51,7000000,600904,FEMALE,1313.51,exec-managerial,dancing,own-child,68500.0,0,2015-02-03,Vehicle Theft,?,Trivial Damage,None,SC,Northbrook,8864 Tree Ridge,9,1,YES,2,0,NO,2800.0,2800.0,2800.0,2240,Volkswagen,Passat,2015,N,Middle Aged,Long-Term Client,12.833333333333334,16856.711666666666,14056.711666666666
289,47,594722,1999-07-31,OH,500/1000,2000.0,1102.29,0,450889,FEMALE,1102.29,adm-clerical,hiking,own-child,73000.0,-37900,2015-01-31,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,2777 Solo Drive,15,1,NO,1,0,YES,54000.0,54000.0,54000.0,42000,Toyota,Highlander,1996,N,Middle Aged,Long-Term Client,24.083333333333332,26546.8175,-27453.1825
10,19,216738,2014-08-05,IN,250/500,1000.0,1185.78,0,478837,FEMALE,1185.78,craft-repair,yachting,wife,0.0,-60700,2015-02-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,Northbend,9929 Rock Drive,5,1,YES,0,2,NO,48950.0,48950.0,48950.0,35600,Accura,TL,2011,Y,Young Adult,New Client,0.8333333333333334,988.15,-47961.85
309,47,369048,2011-06-05,IL,500/1000,500.0,1527.95,0,611322,MALE,1527.95,exec-managerial,hiking,other-relative,69400.0,0,2015-02-21,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,Northbend,4143 Maple Ridge,15,4,YES,0,1,NO,77800.0,77800.0,77800.0,46680,Dodge,RAM,2002,N,Middle Aged,Long-Term Client,25.75,39344.7125,-38455.2875
396,57,514424,1992-10-11,IN,100/300,1000.0,1366.39,0,438180,MALE,1366.39,protective-serv,exercise,other-relative,0.0,-22400,2015-01-30,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Columbus,7121 Rock St,22,3,YES,2,1,NO,52560.0,52560.0,52560.0,35040,Saab,93,1995,N,Elderly,Long-Term Client,33.0,45090.87,-7469.129999999997
273,41,954191,2010-02-17,OH,500/1000,1000.0,1403.9,0,449793,FEMALE,1403.9,farming-fishing,dancing,own-child,0.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Riverwood,9067 Texas Ave,16,2,YES,1,2,YES,44110.0,44110.0,44110.0,32080,Honda,Accord,2015,N,Middle Aged,Long-Term Client,22.75,31938.725000000002,-12171.274999999998
129,30,150181,2007-05-06,IL,500/1000,2000.0,927.23,0,450730,FEMALE,927.23,sales,video-games,husband,51500.0,0,2015-01-13,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,9245 Weaver Ridge,7,1,NO,1,3,NO,74360.0,74360.0,74360.0,54080,Suburu,Forrestor,2009,N,Young Adult,Established Client,10.75,9967.7225,-64392.2775
140,31,388671,1997-05-01,OH,250/500,2000.0,1554.86,6000000,608758,FEMALE,1554.86,armed-forces,base-jumping,wife,59000.0,0,2015-02-16,Parked Car,?,Minor Damage,None,WV,Arlington,4585 Francis Ave,2,1,YES,1,2,NO,6120.0,6120.0,6120.0,4760,Honda,Civic,2002,Y,Middle Aged,Established Client,11.666666666666666,18140.033333333333,12020.033333333333
419,53,457244,1998-01-28,IL,500/1000,2000.0,736.07,6000000,445339,MALE,736.07,transport-moving,chess,unmarried,45700.0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,6738 Francis Hwy,17,4,YES,0,0,YES,62280.0,62280.0,62280.0,46710,Suburu,Forrestor,2012,N,Middle Aged,Long-Term Client,34.916666666666664,25701.110833333336,-36578.88916666666
315,44,206667,1993-05-05,IL,250/500,1000.0,974.16,6000000,438328,FEMALE,974.16,sales,reading,other-relative,0.0,-56800,2015-02-07,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Springfield,7576 Pine Ridge,12,3,YES,1,0,YES,26730.0,26730.0,26730.0,17010,Volkswagen,Jetta,2006,N,Middle Aged,Long-Term Client,26.25,25571.699999999997,-1158.300000000003
